,movie_title,nominee,category,year_released,year_awarded,win
4428,Northern Exposure,Janine Turner,Best Performance by an Actress In A Television Series - Drama,1991,1992,False
4429,Quantum Leap,Scott Bakula,Best Performance by an Actor In A Television Series - Drama,1991,1992,True
4430,In The Heat of the Night (TV),Carroll O'Connor,Best Performance by an Actor In A Television Series - Drama,1991,1992,False
4431,I'll Fly Away,Sam Waterston,Best Performance by an Actor In A Television Series - Drama,1991,1992,False
4432,Reasonable Doubts,Mark Harmon,Best Performance by an Actor In A Television Series - Drama,1991,1992,False
4433,Pros & Cons,James Earl Jones,Best Performance by an Actor In A Television Series - Drama,1991,1992,False
4434,Northern Exposure,Rob Morrow,Best Performance by an Actor In A Television Series - Drama,1991,1992,False
4435,Murphy Brown,Candice Bergen,Best Performance by an Actress in a Television Series - Musical or Comedy,1991,1992,True
4436,Cheers,Kirstie Alley,Best Performance by an Actress in a Television Series - Musical or Comedy,1991,1992,False
4437,Anything But Love,Jamie Lee Curtis,Best Performance by an Actress in a Television Series - Musical or Comedy,1991,1992,False
4438,Roseanne,Roseanne Barr,Best Performance by an Actress in a Television Series - Musical or Comedy,1991,1992,False
4439,Married With Children,Katey Sagal,Best Performance by an Actress in a Television Series - Musical or Comedy,1991,1992,False
4440,Evening Shade,Burt Reynolds,Best Performance by an Actor in a Television Series - Musical or Comedy,1991,1992,True
4441,Married With Children,Ed O'Neill,Best Performance by an Actor in a Television Series - Musical or Comedy,1991,1992,False
4442,Cheers,Ted Danson,Best Performance by an Actor in a Television Series - Musical or Comedy,1991,1992,False
4443,"Doogie Howser, M.D.",Neil Patrick Harris,Best Performance by an Actor in a Television Series - Musical or Comedy,1991,1992,False
4444,Coach,Craig T. Nelson,Best Performance by an Actor in a Television Series - Musical or Comedy,1991,1992,False
4445,L.A. Law,Amanda Donohoe,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,True
4446,Cheers,Rhea Perlman,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4447,Fire In The Dark,Jean Stapleton,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4448,Homefront,Sammi Davis-Voss,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4449,Murphy Brown,Faith Ford,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4450,"Golden Girls, The",Estelle Getty,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4451,Empty Nest,Park Overall,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4452,"Josephine Baker Story, The",Louis Gossett Jr.,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,True
4453,L.A. Law,Larry Drake,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4454,Evening Shade,Michael Jeter,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4455,Separate But Equal,Richard Kiley,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4456,Quantum Leap,Dean Stockwell,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1991,1992,False
4457,,Robert Mitchum,Cecil B. deMille Award,1991,1992,False
4458,,Scent of a Woman,Best Motion Picture - Drama,1992,1993,True
4459,,"Few Good Men, A",Best Motion Picture - Drama,1992,1993,False
4460,,Howards End,Best Motion Picture - Drama,1992,1993,False
4461,,Unforgiven,Best Motion Picture - Drama,1992,1993,False
4462,,"Crying Game, The",Best Motion Picture - Drama,1992,1993,False
4463,,"Player, The",Best Motion Picture - Musical or Comedy,1992,1993,True
4464,,Aladdin,Best Motion Picture - Musical or Comedy,1992,1993,False
4465,,Enchanted April,Best Motion Picture - Musical or Comedy,1992,1993,False
4466,,Honeymoon In Vegas,Best Motion Picture - Musical or Comedy,1992,1993,False
4467,,Sister Act,Best Motion Picture - Musical or Comedy,1992,1993,False
4468,Howards End,Emma Thompson,Best Performance by an Actress in a Motion Picture - Drama,1992,1993,True
4469,Passion Fish,Mary McDonnell,Best Performance by an Actress in a Motion Picture - Drama,1992,1993,False
4470,Love Field,Michelle Pfeiffer,Best Performance by an Actress in a Motion Picture - Drama,1992,1993,False
4471,Lorenzo's Oil,Susan Sarandon,Best Performance by an Actress in a Motion Picture - Drama,1992,1993,False
4472,Basic Instinct,Sharon Stone,Best Performance by an Actress in a Motion Picture - Drama,1992,1993,False
4473,Scent of a Woman,Al Pacino,Best Performance by an Actor in a Motion Picture - Drama,1992,1993,True
4474,"Few Good Men, A",Tom Cruise,Best Performance by an Actor in a Motion Picture - Drama,1992,1993,False
4475,Chaplin,Robert Downey Jr.,Best Performance by an Actor in a Motion Picture - Drama,1992,1993,False
4476,Hoffa,Jack Nicholson,Best Performance by an Actor in a Motion Picture - Drama,1992,1993,False
4477,Malcolm X,Denzel Washington,Best Performance by an Actor in a Motion Picture - Drama,1992,1993,False
4478,Enchanted April,Miranda Richardson,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1992,1993,True
4479,"League of Their Own, A",Geena Davis,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1992,1993,False
4480,Sister Act,Whoopi Goldberg,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1992,1993,False
4481,Used People,Shirley MacLaine,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1992,1993,False
4482,Death Becomes Her,Meryl Streep,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1992,1993,False
4483,"Player, The",Tim Robbins,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1992,1993,True
4484,Bob Roberts,Tim Robbins,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1992,1993,False
4485,Honeymoon In Vegas,Nicolas Cage,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1992,1993,False
4486,Mr. Saturday Night,Billy Crystal,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1992,1993,False
4487,Used People,Marcello Mastroianni,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1992,1993,False
4488,Enchanted April,Joan Plowright,Best Performance by an Actress in a Supporting Role in any Motion Picture,1992,1993,True
4489,Chaplin,Geraldine Chaplin,Best Performance by an Actress in a Supporting Role in any Motion Picture,1992,1993,False
4490,Husbands and Wives,Judy Davis,Best Performance by an Actress in a Supporting Role in any Motion Picture,1992,1993,False
4491,Damage,Miranda Richardson,Best Performance by an Actress in a Supporting Role in any Motion Picture,1992,1993,False
4492,Passion Fish,Alfre Woodard,Best Performance by an Actress in a Supporting Role in any Motion Picture,1992,1993,False
4493,Unforgiven,Gene Hackman,Best Performance by an Actor in a Supporting Role in any Motion Picture,1992,1993,True
4494,"Few Good Men, A",Jack Nicholson,Best Performance by an Actor in a Supporting Role in any Motion Picture,1992,1993,False
4495,Scent of a Woman,Chris O'Donnell,Best Performance by an Actor in a Supporting Role in any Motion Picture,1992,1993,False
4496,Glengarry Glen Ross,Al Pacino,Best Performance by an Actor in a Supporting Role in any Motion Picture,1992,1993,False
4497,Mr. Saturday Night,David Paymer,Best Performance by an Actor in a Supporting Role in any Motion Picture,1992,1993,False
4498,Unforgiven,Clint Eastwood,Best Director - Motion Picture,1992,1993,True
4499,"Player, The",Robert Altman,Best Director - Motion Picture,1992,1993,False
4500,Howards End,James Ivory,Best Director - Motion Picture,1992,1993,False
4501,"River Runs Through It, A",Robert Redford,Best Director - Motion Picture,1992,1993,False
4502,"Few Good Men, A",Rob Reiner,Best Director - Motion Picture,1992,1993,False
4503,Scent of a Woman,Bo Goldman,Best Screenplay - Motion Picture,1992,1993,True
4504,"Few Good Men, A",Aaron Sorkin,Best Screenplay - Motion Picture,1992,1993,False
4505,Howards End,Ruth Prawer Jhabvala,Best Screenplay - Motion Picture,1992,1993,False
4506,"Player, The",Michael Tolkin,Best Screenplay - Motion Picture,1992,1993,False
4507,Unforgiven,David Webb Peoples,Best Screenplay - Motion Picture,1992,1993,False
4508,"France, Régis Wargnier",Indochine,Best Motion Picture - Foreign Language,1992,1993,True
4509,"France, Alain Corneau",All The Mornings of The World,Best Motion Picture - Foreign Language,1992,1993,False
4510,"Russia, Nikita Mikhalkov",Close to Eden,Best Motion Picture - Foreign Language,1992,1993,False
4511,"Mexico, Alfonso Arau",Like Water for Chocolate,Best Motion Picture - Foreign Language,1992,1993,False
4512,"Germany, Helmut Dietl",Schtonk!,Best Motion Picture - Foreign Language,1992,1993,False
4513,Aladdin,Alan Menken,Best Original Score - Motion Picture,1992,1993,True
4514,Basic Instinct,Jerry Goldsmith,Best Original Score - Motion Picture,1992,1993,False
4515,Chaplin,John Barry,Best Original Score - Motion Picture,1992,1993,False
4516,1492: Conquest Of Paradise,Vangelis Papathanassiou,Best Original Score - Motion Picture,1992,1993,False
4517,"Last Of The Mohicans, The","Randy Edelman, Trevor Jones",Best Original Score - Motion Picture,1992,1993,False
4518,Aladdin,"A Whole New World, Alan Menken, Tim Rice",Best Original Song - Motion Picture,1992,1993,True
4519,"Mambo Kings, The","Beautiful Maria of My Soul, Robert Kraft, Arne Glimcher",Best Original Song - Motion Picture,1992,1993,False
4520,Aladdin,"Friend Like Me, Alan Menken, Tim Rice",Best Original Song - Motion Picture,1992,1993,False
4521,Aladdin,"Prince Ali, Alan Menken, Tim Rice",Best Original Song - Motion Picture,1992,1993,False
4522,"League of Their Own, A","This Used To Be My Playground, Madonna, Shep Pettibone",Best Original Song - Motion Picture,1992,1993,False
4523,,Northern Exposure,Best Television Series - Drama,1992,1993,True
4524,,Homefront,Best Television Series - Drama,1992,1993,False
4525,,I'll Fly Away,Best Television Series - Drama,1992,1993,False
4526,,Sisters,Best Television Series - Drama,1992,1993,False
4527,,"Beverly Hills, 90210",Best Television Series - Drama,1992,1993,False
4528,,Roseanne,Best Television Series - Musical or Comedy,1992,1993,True
4529,,Brooklyn Bridge,Best Television Series - Musical or Comedy,1992,1993,False
4530,,Cheers,Best Television Series - Musical or Comedy,1992,1993,False
4531,,Evening Shade,Best Television Series - Musical or Comedy,1992,1993,False
4532,,Murphy Brown,Best Television Series - Musical or Comedy,1992,1993,False
4533,,Sinatra,Best Television Limited Series or Motion Picture Made for Television,1992,1993,True
4534,,Danielle Steel's Jewels,Best Television Limited Series or Motion Picture Made for Television,1992,1993,False
4535,,Miss Rose White,Best Television Limited Series or Motion Picture Made for Television,1992,1993,False
4536,,Stalin,Best Television Limited Series or Motion Picture Made for Television,1992,1993,False
4537,,Citizen Cohn,Best Television Limited Series or Motion Picture Made for Television,1992,1993,False
4538,Afterburn,Laura Dern,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1992,1993,True
4539,Guncrazy,Drew Barrymore,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1992,1993,False
4540,"Man Upstairs, The",Katharine Hepburn,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1992,1993,False
4541,O Pioneers!,Jessica Lange,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1992,1993,False
4542,Miss Rose White,Kyra Sedgwick,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1992,1993,False
4543,Stalin,Robert Duvall,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1992,1993,True
4544,Sinatra,Philip Casnoff,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1992,1993,False
4545,"Last of His Tribe, The",Jon Voight,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1992,1993,False
4546,Citizen Cohn,James Woods,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1992,1993,False
4547,Danielle Steel's Jewels,Anthony Andrews,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1992,1993,False
4548,I'll Fly Away,Regina Taylor,Best Performance by an Actress In A Television Series - Drama,1992,1993,True
4549,Civil Wars,Mariel Hemingway,Best Performance by an Actress In A Television Series - Drama,1992,1993,False
4550,"Murder, She Wrote",Angela Lansbury,Best Performance by an Actress In A Television Series - Drama,1992,1993,False
4551,Reasonable Doubts,Marlee Matlin,Best Performance by an Actress In A Television Series - Drama,1992,1993,False
4552,Northern Exposure,Janine Turner,Best Performance by an Actress In A Television Series - Drama,1992,1993,False
4553,I'll Fly Away,Sam Waterston,Best Performance by an Actor In A Television Series - Drama,1992,1993,True
4554,Quantum Leap,Scott Bakula,Best Performance by an Actor In A Television Series - Drama,1992,1993,False
4555,Reasonable Doubts,Mark Harmon,Best Performance by an Actor In A Television Series - Drama,1992,1993,False
4556,Northern Exposure,Rob Morrow,Best Performance by an Actor In A Television Series - Drama,1992,1993,False
4557,"Beverly Hills, 90210",Jason Priestley,Best Performance by an Actor In A Television Series - Drama,1992,1993,False
4558,Roseanne,Roseanne Barr,Best Performance by an Actress in a Television Series - Musical or Comedy,1992,1993,True
4559,Mad About You,Helen Hunt,Best Performance by an Actress in a Television Series - Musical or Comedy,1992,1993,False
4560,Married With Children,Katey Sagal,Best Performance by an Actress in a Television Series - Musical or Comedy,1992,1993,False
4561,Cheers,Kirstie Alley,Best Performance by an Actress in a Television Series - Musical or Comedy,1992,1993,False
4562,Murphy Brown,Candice Bergen,Best Performance by an Actress in a Television Series - Musical or Comedy,1992,1993,False
4563,Roseanne,John Goodman,Best Performance by an Actor in a Television Series - Musical or Comedy,1992,1993,True
4564,Home Improvement,Tim Allen,Best Performance by an Actor in a Television Series - Musical or Comedy,1992,1993,False
4565,Cheers,Ted Danson,Best Performance by an Actor in a Television Series - Musical or Comedy,1992,1993,False
4566,Coach,Craig T. Nelson,Best Performance by an Actor in a Television Series - Musical or Comedy,1992,1993,False
4567,Married With Children,Ed O'Neill,Best Performance by an Actor in a Television Series - Musical or Comedy,1992,1993,False
4568,Evening Shade,Burt Reynolds,Best Performance by an Actor in a Television Series - Musical or Comedy,1992,1993,False
4569,"Fresh Prince of Bel-Air, The",Will Smith,Best Performance by an Actor in a Television Series - Musical or Comedy,1992,1993,False
4570,Stalin,Joan Plowright,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,True
4571,Sinatra,Olympia Dukakis,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4572,Roseanne,Laurie Metcalf,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4573,Empty Nest,Park Overall,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4574,Miss Rose White,Amanda Plummer,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4575,Crazy In Love,Gena Rowlands,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4576,Stalin,Maximilian Schell,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,True
4577,Broadway Bound,Hume Cronyn,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4578,Delta,Earl Holliman,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4579,Quantum Leap,Dean Stockwell,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4580,Seinfeld,Jason Alexander,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4581,Northern Exposure,John Corbett,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1992,1993,False
4582,,Lauren Bacall,Cecil B. deMille Award,1992,1993,False
4583,Aladdin,Robin Williams,Special Achievement Award,1992,1993,False
4584,,Schindler's List,Best Motion Picture - Drama,1993,1994,True
4585,,In the Name of the Father,Best Motion Picture - Drama,1993,1994,False
4586,,The Piano,Best Motion Picture - Drama,1993,1994,False
4587,," Remains of the Day, The",Best Motion Picture - Drama,1993,1994,False
4588,,"Age of Innocence, The",Best Motion Picture - Drama,1993,1994,False
4589,,Mrs. Doubtfire,Best Motion Picture - Musical or Comedy,1993,1994,True
4590,,Dave,Best Motion Picture - Musical or Comedy,1993,1994,False
4591,,Much Ado About Nothing,Best Motion Picture - Musical or Comedy,1993,1994,False
4592,,Sleepless in Seattle,Best Motion Picture - Musical or Comedy,1993,1994,False
4593,,Strictly Ballroom,Best Motion Picture - Musical or Comedy,1993,1994,False
4594,The Piano,Holly Hunter,Best Performance by an Actress in a Motion Picture - Drama,1993,1994,True
4595,Three Colours: Blue (Trois couleurs: Bleu) ,Juliette Binoche,Best Performance by an Actress in a Motion Picture - Drama,1993,1994,False
4596,"Age of Innocence, The",Michelle Pfeiffer,Best Performance by an Actress in a Motion Picture - Drama,1993,1994,False
4597," Remains of the Day, The",Emma Thompson,Best Performance by an Actress in a Motion Picture - Drama,1993,1994,False
4598,"Dangerous Woman, A",Debra Winger,Best Performance by an Actress in a Motion Picture - Drama,1993,1994,False
4599,Philadelphia,Tom Hanks,Best Performance by an Actor in a Motion Picture - Drama,1993,1994,True
4600,In the Name of the Father,Daniel Day-Lewis,Best Performance by an Actor in a Motion Picture - Drama,1993,1994,False
4601,"Fugitive, The",Harrison Ford,Best Performance by an Actor in a Motion Picture - Drama,1993,1994,False
4602," Remains of the Day, The",Anthony Hopkins,Best Performance by an Actor in a Motion Picture - Drama,1993,1994,False
4603,Schindler's List,Liam Neeson,Best Performance by an Actor in a Motion Picture - Drama,1993,1994,False
4604,What's Love Got To Do With It,Angela Bassett,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1993,1994,True
4605,Six Degrees of Separation,Stockard Channing,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1993,1994,False
4606,Addams Family Values,Anjelica Huston,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1993,1994,False
4607,Manhattan Murder Mystery,Diane Keaton,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1993,1994,False
4608,Sleepless in Seattle,Meg Ryan,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1993,1994,False
4609,Mrs. Doubtfire,Robin Williams,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1993,1994,True
4610,Sleepless in Seattle,Tom Hanks,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1993,1994,False
4611,Dave,Kevin Kline,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1993,1994,False
4612,"Snapper, The",Colm Meaney,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1993,1994,False
4613,Benny & Joon,Johnny Depp,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1993,1994,False
4614,"Age of Innocence, The",Winona Ryder,Best Performance by an Actress in a Supporting Role in any Motion Picture,1993,1994,True
4615,Carlito's Way,Penelope Ann Miller,Best Performance by an Actress in a Supporting Role in any Motion Picture,1993,1994,False
4616,The Piano,Anna Paquin,Best Performance by an Actress in a Supporting Role in any Motion Picture,1993,1994,False
4617,Fearless,Rosie Perez,Best Performance by an Actress in a Supporting Role in any Motion Picture,1993,1994,False
4618,In the Name of the Father,Emma Thompson,Best Performance by an Actress in a Supporting Role in any Motion Picture,1993,1994,False
4619,"Fugitive, The",Tommy Lee Jones,Best Performance by an Actor in a Supporting Role in any Motion Picture,1993,1994,True
4620,Schindler's List,Ralph Fiennes,Best Performance by an Actor in a Supporting Role in any Motion Picture,1993,1994,False
4621,In the Line of Fire,John Malkovich,Best Performance by an Actor in a Supporting Role in any Motion Picture,1993,1994,False
4622,Carlito's Way,Sean Penn,Best Performance by an Actor in a Supporting Role in any Motion Picture,1993,1994,False
4623,What's Eating Gilbert Grape,Leonardo DiCaprio,Best Performance by an Actor in a Supporting Role in any Motion Picture,1993,1994,False
4624,Schindler's List,Steven Spielberg,Best Director - Motion Picture,1993,1994,True
4625,The Piano,Jane Campion,Best Director - Motion Picture,1993,1994,False
4626,"Fugitive, The",Andrew Davis,Best Director - Motion Picture,1993,1994,False
4627," Remains of the Day, The",James Ivory,Best Director - Motion Picture,1993,1994,False
4628,"Age of Innocence, The",Martin Scorsese,Best Director - Motion Picture,1993,1994,False
4629,Schindler's List,Steven Zaillian,Best Screenplay - Motion Picture,1993,1994,True
4630,Philadelphia,Ron Nyswaner,Best Screenplay - Motion Picture,1993,1994,False
4631,The Piano,Jane Campion,Best Screenplay - Motion Picture,1993,1994,False
4632," Remains of the Day, The",Ruth Prawer Jhabvala,Best Screenplay - Motion Picture,1993,1994,False
4633,Short Cuts,Robert Altman,Best Screenplay - Motion Picture,1993,1994,False
4634,"Hong Kong, Chen Kaige",Farewell My Concubine,Best Motion Picture - Foreign Language,1993,1994,True
4635,"France, Krzysztof Kieslowski",Three Colours: Blue (Trois couleurs: Bleu) ,Best Motion Picture - Foreign Language,1993,1994,False
4636,"Italy, Carlo Carlei",Flight of the Innocent,Best Motion Picture - Foreign Language,1993,1994,False
4637,"Germany, Hans W. Geissendörfer",Justiz,Best Motion Picture - Foreign Language,1993,1994,False
4638,"Taiwan, Ang Lee",The Wedding Banquet,Best Motion Picture - Foreign Language,1993,1994,False
4639,Heaven & Earth,Kitarô,Best Original Score - Motion Picture,1993,1994,True
4640,The Nightmare Before Christmas,Danny Elfman,Best Original Score - Motion Picture,1993,1994,False
4641,Three Colours: Blue (Trois couleurs: Bleu) ,Zbigniew Preisner,Best Original Score - Motion Picture,1993,1994,False
4642,The Piano,Michael Nyman,Best Original Score - Motion Picture,1993,1994,False
4643,Schindler's List,John Williams,Best Original Score - Motion Picture,1993,1994,False
4644,Philadelphia,"Streets of Philadelphia, Bruce Springsteen",Best Original Song - Motion Picture,1993,1994,True
4645,Poetic Justice,"Again, Janet Jackson, Jimmy Jam, Terry Lewis",Best Original Song - Motion Picture,1993,1994,False
4646,Beethoven's 2nd,"The Day I Fall In Love, James Ingram, Carole Bayer Sager, Clif Magness",Best Original Song - Motion Picture,1993,1994,False
4647,"Faraway, So Close!","Stay (Faraway, So Close!), U2",Best Original Song - Motion Picture,1993,1994,False
4648,In the Name of the Father,"(You Made Me the) Thief of Your Heart, Bono, Gavin Friday, Maurice Seezer",Best Original Song - Motion Picture,1993,1994,False
4649,,NYPD Blue,Best Television Series - Drama,1993,1994,True
4650,,Picket Fences,Best Television Series - Drama,1993,1994,False
4651,,"Young Indiana Jones Chronicles, The",Best Television Series - Drama,1993,1994,False
4652,,"Dr. Quinn, Medicine Woman",Best Television Series - Drama,1993,1994,False
4653,,Law & Order,Best Television Series - Drama,1993,1994,False
4654,,Northern Exposure,Best Television Series - Drama,1993,1994,False
4655,,Seinfeld,Best Television Series - Musical or Comedy,1993,1994,True
4656,,Coach,Best Television Series - Musical or Comedy,1993,1994,False
4657,,Frasier,Best Television Series - Musical or Comedy,1993,1994,False
4658,,Home Improvement,Best Television Series - Musical or Comedy,1993,1994,False
4659,,Roseanne,Best Television Series - Musical or Comedy,1993,1994,False
4660,,Barbarians at the Gate,Best Television Limited Series or Motion Picture Made for Television,1993,1994,True
4661,,Heidi,Best Television Limited Series or Motion Picture Made for Television,1993,1994,False
4662,,And the Band Played On,Best Television Limited Series or Motion Picture Made for Television,1993,1994,False
4663,,Columbo: It's All In The Game,Best Television Limited Series or Motion Picture Made for Television,1993,1994,False
4664,,Gypsy (1993-TV),Best Television Limited Series or Motion Picture Made for Television,1993,1994,False
4665,Gypsy (1993-TV),Bette Midler,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1993,1994,True
4666,Fatal Deception: Mrs. Lee Harvey Oswald,Helena Bonham Carter,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1993,1994,False
4667,Columbo: It's All In The Game,Faye Dunaway,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1993,1994,False
4668,"Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom, The",Holly Hunter,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1993,1994,False
4669,Family Pictures,Anjelica Huston,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1993,1994,False
4670,Barbarians at the Gate,James Garner,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1993,1994,True
4671,Columbo: It's All In The Game,Peter Falk,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1993,1994,False
4672,"Life in the Theatre, A",Jack Lemmon,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1993,1994,False
4673,And the Band Played On,Matthew Modine,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1993,1994,False
4674,Men Don't Tell,Peter Strauss,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1993,1994,False
4675,Picket Fences,Kathy Baker,Best Performance by an Actress In A Television Series - Drama,1993,1994,True
4676,Northern Exposure,Janine Turner,Best Performance by an Actress In A Television Series - Drama,1993,1994,False
4677,Sisters,Sela Ward,Best Performance by an Actress In A Television Series - Drama,1993,1994,False
4678,Melrose Place,Heather Locklear,Best Performance by an Actress In A Television Series - Drama,1993,1994,False
4679,"Dr. Quinn, Medicine Woman",Jane Seymour,Best Performance by an Actress In A Television Series - Drama,1993,1994,False
4680,NYPD Blue,David Caruso,Best Performance by an Actor In A Television Series - Drama,1993,1994,True
4681,Law & Order,Michael Moriarty,Best Performance by an Actor In A Television Series - Drama,1993,1994,False
4682,Northern Exposure,Rob Morrow,Best Performance by an Actor In A Television Series - Drama,1993,1994,False
4683,In The Heat of the Night (TV),Carroll O'Connor,Best Performance by an Actor In A Television Series - Drama,1993,1994,False
4684,Picket Fences,Tom Skerritt,Best Performance by an Actor In A Television Series - Drama,1993,1994,False
4685,Mad About You,Helen Hunt,Best Performance by an Actress in a Television Series - Musical or Comedy,1993,1994,True
4686,Murphy Brown,Candice Bergen,Best Performance by an Actress in a Television Series - Musical or Comedy,1993,1994,False
4687,Home Improvement,Patricia Richardson,Best Performance by an Actress in a Television Series - Musical or Comedy,1993,1994,False
4688,Roseanne,Roseanne Barr,Best Performance by an Actress in a Television Series - Musical or Comedy,1993,1994,False
4689,Married With Children,Katey Sagal,Best Performance by an Actress in a Television Series - Musical or Comedy,1993,1994,False
4690,Seinfeld,Jerry Seinfeld,Best Performance by an Actor in a Television Series - Musical or Comedy,1993,1994,True
4691,"Fresh Prince of Bel-Air, The",Will Smith,Best Performance by an Actor in a Television Series - Musical or Comedy,1993,1994,False
4692,Home Improvement,Tim Allen,Best Performance by an Actor in a Television Series - Musical or Comedy,1993,1994,False
4693,Frasier,Kelsey Grammer,Best Performance by an Actor in a Television Series - Musical or Comedy,1993,1994,False
4694,Coach,Craig T. Nelson,Best Performance by an Actor in a Television Series - Musical or Comedy,1993,1994,False
4695,Seinfeld,Julia Louis-Dreyfus,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,True
4696,Alex Haley's Queen,Ann-Margret,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,False
4697,Gypsy (1993-TV),Cynthia Gibb,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,False
4698,"Portrait, The",Cecilia Peck,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,False
4699,"Commish, The",Theresa Saldana,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,False
4700,"Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom, The",Beau Bridges,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,True
