,imdb_id,movie_title,year_released,genre,country,avg_vote,worldwide_gross_income,reviews_from_users,reviews_from_critics
47560,tt0456902,Concorso di colpa,2004,Thriller,Italy,4.3,"$79,780",4.0,2.0
47561,tt0456912,A Bittersweet Life,2005,"Action, Crime, Drama",South Korea,7.6,"$10,080,094",86.0,85.0
47565,tt0456972,Harrys döttrar,2005,Drama,Sweden,5.8,"$9,065",2.0,2.0
47567,tt0456980,Ken il guerriero - La leggenda di Hokuto,2006,"Animation, Action",Japan,6.8,"$2,448,408",4.0,10.0
47568,tt0456999,Jambok-geunmu,2005,"Action, Comedy, Crime","South Korea, Spain",6.3,"$10,826,936",8.0,8.0
47569,tt0457004,Jo sok,2005,"Drama, Romance",Hong Kong,6.6,"$1,327,804",3.0,7.0
47570,tt0457007,Crying Fist - Pugni di rabbia,2005,"Action, Drama, Sport",South Korea,7.3,"$10,024,751",12.0,29.0
47584,tt0457149,Shou shen,2005,"Crime, Mystery, Thriller",Hong Kong,5.2,"$408,398",2.0,6.0
47586,tt0457201,New York Waiting,2006,"Drama, Romance",Sweden,6.4,"$67,945",10.0,2.0
47587,tt0457275,Altered - Paura dallo spazio profondo,2006,"Horror, Sci-Fi, Thriller",USA,5.6,"$43,836",134.0,72.0
47591,tt0457297,The Butterfly Effect 2,2006,"Drama, Sci-Fi, Thriller",USA,4.5,"$966,458",125.0,30.0
47592,tt0457302,Choking Man,2006,Drama,USA,5.9,"$14,632",10.0,9.0
47593,tt0457303,Church Ball,2006,"Comedy, Sport",USA,4.0,"$464,991",25.0,4.0
47594,tt0457308,Come Early Morning,2006,"Drama, Romance",USA,6.1,"$161,408",28.0,36.0
47598,tt0457355,From Mexico with Love,2009,"Action, Drama, Sport",USA,5.1,"$549,495",7.0,2.0
47601,tt0457400,Land of the Lost,2009,"Action, Adventure, Comedy",USA,5.3,"$68,777,554",287.0,156.0
47602,tt0457419,Mr. Magorium e la bottega delle meraviglie,2007,"Comedy, Family, Fantasy","USA, Canada",6.2,"$69,474,661",150.0,148.0
47603,tt0457430,Il labirinto del fauno,2006,"Drama, Fantasy, War","Mexico, Spain",8.2,"$83,850,267",1278.0,457.0
47604,tt0457433,Perfect Stranger,2007,"Crime, Horror, Mystery",USA,5.7,"$73,534,117",184.0,166.0
47605,tt0457436,Play,2005,"Drama, Romance","Argentina, Chile",6.4,"$117,337",7.0,19.0
47606,tt0457452,The Reception,2005,"Comedy, Drama, Romance",USA,5.8,"$18,389",8.0,13.0
47609,tt0457475,Silent Partner,2005,"Action, Crime","Russia, USA",4.5,"$121,825",15.0,6.0
47612,tt0457495,Alex Rider: Stormbreaker,2006,"Action, Adventure, Family","UK, USA, Germany",5.1,"$23,937,870",191.0,68.0
47613,tt0457510,Super Nacho,2006,"Comedy, Family, Sport","USA, Mexico",5.8,"$99,255,460",490.0,163.0
47614,tt0457513,Scoop,2006,"Comedy, Crime, Fantasy","UK, USA",6.7,"$39,220,946",262.0,178.0
47616,tt0457530,The Work and the Glory II: American Zion,2005,"Drama, Western",USA,6.6,"$2,025,032",21.0,4.0
47618,tt0457572,Fido,2006,"Comedy, Drama, Horror",Canada,6.7,"$426,224",105.0,136.0
47621,tt0457643,Bôkoku no îjisu,2005,"Action, Drama, Thriller",Japan,5.4,"$16,869,261",10.0,3.0
47622,tt0457655,Dopo il matrimonio,2006,Drama,"Denmark, Sweden, UK, Norway",7.7,"$11,632,723",112.0,136.0
47625,tt0457802,The Blue Umbrella,2005,"Comedy, Drama, Family",India,7.5,"$228,230",21.0,7.0
47627,tt0457875,Ek Ajnabee,2005,"Action, Drama, Thriller",India,5.3,"$273,364",25.0,5.0
47629,tt0457936,Hell,2006,Drama,France,5.0,"$1,038,944",4.0,2.0
47630,tt0457939,L'amore non va in vacanza,2006,"Comedy, Romance",USA,6.9,"$205,841,885",565.0,161.0
47631,tt0457940,Home Delivery: Aapko... Ghar Tak,2005,"Comedy, Romance",India,3.1,"$58,499",3.0,3.0
47634,tt0458050,Paruthiveeran,2007,"Action, Drama, Romance",India,8.2,INR 360000000,16.0,4.0
47636,tt0458076,Il topolino Marty e la fabbrica di perle,2006,"Animation, Adventure, Comedy","Argentina, Spain",4.9,"$10,583,534",2.0,8.0
47640,tt0458227,The Glamorous Life of Sachiko Hanai,2003,"Comedy, Drama, Fantasy",Japan,5.8,"$5,383",14.0,39.0
47641,tt0458242,Le luci della sera,2006,"Crime, Drama","Finland, Germany, France, Italy, Sweden",6.9,"$1,615,018",35.0,73.0
47642,tt0458339,Captain America - Il primo Vendicatore,2011,"Action, Adventure, Sci-Fi",USA,6.9,"$370,569,774",892.0,557.0
47643,tt0458349,Final Contract: Death on Delivery,2006,Action,Germany,5.2,"$1,249,280",9.0,2.0
47644,tt0458352,Il diavolo veste Prada,2006,"Comedy, Drama","USA, France",6.9,"$326,705,902",708.0,193.0
47645,tt0458364,Fast Track,2006,"Comedy, Romance",USA,5.5,"$5,178,640",55.0,62.0
47646,tt0458367,Right at Your Door,2006,"Drama, Sci-Fi, Thriller",USA,6.1,"$2,123,040",110.0,89.0
47647,tt0458413,Non buttiamoci giù,2014,"Comedy, Drama","UK, Germany",6.4,"$7,257,942",73.0,121.0
47649,tt0458455,La papessa,2009,"Drama, History, Romance","Germany, UK, Italy, Spain",6.7,"$28,748,076",22.0,45.0
47651,tt0458481,Sin City - Una donna per cui uccidere,2014,"Action, Crime, Thriller",USA,6.5,"$39,407,616",265.0,363.0
47653,tt0458500,"Teresa, el cuerpo de Cristo",2007,"Biography, Drama","France, Spain, UK",4.7,"$898,401",5.0,4.0
47655,tt0458515,"Io, Don Giovanni",2009,"Drama, History, Music","Italy, Spain, France",7.0,"$253,078",4.0,8.0
47656,tt0458522,El cantante,2006,"Biography, Drama, Music",USA,5.5,"$8,057,636",46.0,63.0
47657,tt0458525,X-Men: le origini - Wolverine,2009,"Action, Adventure, Sci-Fi","USA, UK",6.6,"$373,062,864",716.0,244.0
47658,tt0459072,Alice,2005,Drama,Portugal,7.4,"$153,326",16.0,5.0
47659,tt0459080,Beyblade: The Movie - Fierce Battle,2004,"Animation, Action, Adventure","Japan, USA",5.6,"$3,554,984",6.0,3.0
47661,tt0459102,Import Export,2007,Drama,"Austria, France, Germany",7.1,"$563,513",26.0,61.0
47667,tt0459293,"Gandhi, My Father",2007,"Biography, Drama, History",India,7.3,"$1,983,906",26.0,16.0
47676,tt0459468,Morirse está en Hebreo,2007,Comedy,"Mexico, USA",6.7,"$666,553",4.0,7.0
47678,tt0459516,Pudhu Pettai,2006,"Action, Crime, Drama",India,8.5,"$4,652",21.0,1.0
47680,tt0459605,Eklavya,2007,"Action, Drama, Mystery",India,6.1,"$8,707,875",48.0,16.0
47681,tt0459666,Three Times,2005,"Drama, Romance","France, Taiwan",7.0,"$581,875",47.0,87.0
47684,tt0459748,Generation P,2011,"Comedy, Drama, Sci-Fi","Russia, USA",6.8,"$4,653,071",8.0,31.0
47685,tt0459759,Boy s tenyu II. Revansh,2007,"Action, Crime, Drama",Russia,5.9,"$12,859,418",1.0,1.0
47687,tt0459880,Lady Chatterley,2006,"Drama, Romance","Belgium, France",6.7,"$3,200,383",43.0,90.0
47688,tt0459883,Lifting de corazón,2005,"Comedy, Drama, Romance","Argentina, Spain",5.8,"$74,290",2.0,3.0
47690,tt0459924,Paragraf 78,2007,"Action, Sci-Fi, Thriller",Russia,4.9,"$5,484,185",7.0,7.0
47692,tt0459959,La regina del sole,2007,Animation,"Belgium, France, Hungary",5.7,"$1,065,754",3.0,1.0
47695,tt0460012,Svolochi,2006,"Action, Drama, War",Russia,6.1,"$9,662,551",9.0,5.0
47696,tt0460034,Transe,2006,Drama,"Italy, Russia, France, Portugal",6.2,"$9,673",3.0,7.0
47699,tt0460275,Pretendiendo,2006,"Comedy, Romance",Chile,6.0,"$2,198,188",7.0,5.0
47700,tt0460342,Toi et moi,2006,"Comedy, Drama, Romance",France,5.6,"$460,193",7.0,7.0
47703,tt0460401,L'audition,2005,Drama,Canada,7.1,"$16,510",4.0,3.0
47708,tt0460480,Juventude em Marcha,2006,Drama,"Portugal, France, Switzerland",7.0,"$12,801",7.0,42.0
47710,tt0460485,Kilometro 31,2006,"Horror, Mystery, Thriller","Mexico, Spain",5.3,"$12,050,125",30.0,34.0
47711,tt0460492,Der letzte Zug,2006,"Drama, War","Germany, Czech Republic",6.6,"$427,456",8.0,11.0
47720,tt0460611,The Work and the Glory III: A House Divided,2006,"Drama, Western",USA,6.6,"$1,325,092",6.0,3.0
47725,tt0460740,Cashback,2006,"Comedy, Drama, Romance",UK,7.2,"$2,294,291",183.0,130.0
47726,tt0460745,Chaos Theory,2008,"Comedy, Drama, Romance",USA,6.7,"$338,440",64.0,52.0
47727,tt0460749,La bara,2008,"Horror, Thriller","South Korea, Thailand, Singapore",4.2,"$5,044,344",7.0,27.0
47728,tt0460756,Crash Test Dummies,2005,"Comedy, Drama",Austria,6.4,"$1,875",1.0,8.0
47732,tt0460780,In the Name of the King,2007,"Action, Adventure, Fantasy","Germany, Canada, USA",3.8,"$13,097,915",400.0,146.0
47734,tt0460791,The Fall,2006,"Adventure, Drama, Fantasy","USA, South Africa, India",7.9,"$3,669,465",349.0,192.0
47735,tt0460792,Fast Food Nation,2006,"Comedy, Drama","UK, USA",6.3,"$2,209,322",171.0,154.0
47738,tt0460808,Ghost Son,2007,"Drama, Horror, Mystery","Italy, South Africa, Spain, UK",4.5,"$355,426",12.0,22.0
47739,tt0460810,The Great Buck Howard,2008,"Adventure, Comedy, Drama",USA,6.4,"$900,689",49.0,82.0
47741,tt0460829,Inland Empire - L'impero della mente,2006,"Drama, Fantasy, Mystery","France, Poland, USA",6.9,"$4,044,781",374.0,261.0
47746,tt0460848,Life and Lyrics,2006,"Drama, Music, Romance",UK,5.2,"$372,969",5.0,10.0
47748,tt0460858,La maison du bonheur,2006,Comedy,France,5.5,"$7,453,316",5.0,3.0
47752,tt0460890,The Only Living Boy in New York,2017,Drama,USA,6.3,"$2,550,321",60.0,61.0
47753,tt0460892,Opa!,2005,"Comedy, Romance","UK, Greece",6.0,"$52,453",5.0,4.0
47757,tt0460925,The Sasquatch Gang,2006,Comedy,USA,6.3,"$9,458",29.0,11.0
47761,tt0460975,Unidentified,2006,Sci-Fi,USA,3.5,"$224,099",65.0,3.0
47763,tt0460989,Il vento che accarezza l'erba,2006,"Drama, War","Ireland, UK, Germany, Italy, Spain, France, Belgium, Switzerland, Netherlands",7.5,"$22,903,165",235.0,95.0
47766,tt0461169,Cherm,2005,"Crime, Drama, Romance",Thailand,7.1,"$874,800",3.0,3.0
47768,tt0461209,Ek Khiladi Ek Haseena,2005,"Comedy, Crime, Thriller",India,5.7,"$90,869",14.0,4.0
47770,tt0461323,Pyare Mohan,2006,"Action, Comedy, Crime",India,3.2,"$241,841",8.0,3.0
47772,tt0461336,Salvando al Soldado Pérez,2011,"Adventure, Comedy, Western",Mexico,5.9,"$9,330,465",14.0,15.0
47773,tt0461472,Boy Called Twist,2004,Drama,South Africa,6.6,$177,10.0,1.0
47778,tt0461613,Whole New Thing,2005,"Comedy, Drama",Canada,6.6,"$11,445",21.0,28.0
47779,tt0461642,7 Zwerge - Der Wald ist nicht genug,2006,"Comedy, Fantasy",Germany,4.1,"$32,863,752",13.0,11.0
47780,tt0461694,Quattro minuti,2006,"Drama, Music",Germany,7.3,"$9,315,125",37.0,47.0
47782,tt0461703,Skinwalkers - La notte della luna rossa,2006,"Action, Fantasy, Horror","Canada, USA, Germany",4.6,"$3,269,736",133.0,81.0
47783,tt0461760,Cut Sleeve Boys,2006,"Comedy, Romance","UK, Hong Kong",6.0,"$13,875",7.0,12.0
47785,tt0461770,Come d'incanto,2007,"Animation, Comedy, Family",USA,7.0,"$340,487,652",421.0,231.0
47786,tt0461795,Geuk jang jeon,2005,Drama,"France, South Korea",7.0,"$5,695",3.0,29.0
47787,tt0461804,Lü cao di,2005,"Comedy, Drama",China,6.6,"$119,732",10.0,25.0
47790,tt0461857,Unmei janai hito,2005,"Comedy, Drama, Romance",Japan,7.7,"$1,712",4.0,8.0
47792,tt0461892,15,2005,"Action, Drama",Romania,5.7,"$3,013",17.0,1.0
47793,tt0461894,7 vírgenes,2005,"Crime, Drama",Spain,6.3,"$5,700,722",9.0,14.0
47794,tt0461910,Bolletjes blues!,2006,"Music, Musical, Romance",Netherlands,5.3,"$145,624",1.0,4.0
47796,tt0461936,Don,2006,"Action, Crime, Thriller",India,7.2,"$19,640,129",177.0,29.0
47797,tt0461946,Everything's Gone Green,2006,"Comedy, Crime",Canada,6.1,"$19,373",12.0,36.0
47798,tt0461970,Invisible Waves,2006,"Drama, Thriller","Thailand, Netherlands",6.6,"$24,797",21.0,36.0
47799,tt0461989,The Magician,2005,"Crime, Drama",Australia,6.7,"$18,624",21.0,19.0
47800,tt0462002,N (Io e Napoleone),2006,"Comedy, History, War","Italy, Spain, France",6.3,"$1,420,939",6.0,15.0
47801,tt0462023,Meno male che c'è papà,2007,"Biography, Drama",Australia,6.6,"$2,234,889",25.0,27.0
47807,tt0462200,Black Snake Moan,2006,"Drama, Music",USA,6.9,"$10,907,485",224.0,199.0
47809,tt0462215,Buy It Now,2005,Drama,USA,5.3,"$1,791",5.0,7.0
47810,tt0462219,Camille,2008,"Comedy, Drama, Fantasy","UK, USA",6.0,"$631,318",40.0,8.0
47811,tt0462229,Nome in codice - Cleaner,2007,"Action, Comedy, Crime",USA,4.6,"$10,337,477",32.0,52.0
47814,tt0462242,El custodio,2006,Drama,"Argentina, France, Germany, Uruguay",6.5,"$165,392",10.0,21.0
47815,tt0462244,Il campeggio dei papà,2007,"Comedy, Family",USA,3.1,"$18,197,398",46.0,54.0
47818,tt0462295,Flakes,2007,Comedy,USA,6.0,$778,19.0,17.0
47820,tt0462302,Intervention,2007,Drama,UK,4.8,"$5,681",4.0,2.0
47822,tt0462309,The Gigolos,2006,Comedy,UK,5.6,"$15,163",7.0,20.0
47823,tt0462322,Grindhouse,2007,"Action, Horror, Thriller","USA, Canada",7.5,"$25,422,088",534.0,259.0
47824,tt0462335,High-Rise: La rivolta,2015,"Drama, Sci-Fi","UK, Ireland, Belgium",5.6,"$4,289,074",188.0,336.0
47825,tt0462338,L'imbroglio,2006,"Comedy, Drama",USA,6.7,"$11,772,461",73.0,139.0
47826,tt0462346,How to Eat Fried Worms,2006,"Comedy, Family",USA,5.3,"$13,098,996",34.0,44.0
47829,tt0462373,Joy Division,2006,"Drama, War","UK, Germany, Hungary",6.2,"$283,599",9.0,23.0
47831,tt0462395,Larry the Cable Guy: Health Inspector,2006,"Comedy, Romance",USA,3.3,"$15,680,099",116.0,36.0
47832,tt0462396,L'ultima legione,2007,"Action, Adventure, War","UK, France, Slovakia, Tunisia, Italy, Bulgaria",5.4,"$25,303,038",180.0,92.0
47834,tt0462421,Mentor,2006,Drama,USA,6.2,"$10,856",3.0,1.0
47836,tt0462465,Outlander - L'ultimo vichingo,2008,"Action, Adventure, Sci-Fi","USA, Germany, France",6.2,"$7,034,698",180.0,117.0
47838,tt0462477,The Last Hangman,2005,"Biography, Crime, Drama","UK, USA",7.4,"$824,856",49.0,43.0
47839,tt0462485,Poultrygeist: Night of the Chicken Dead,2006,"Comedy, Horror, Musical",USA,6.1,"$22,623",60.0,94.0
47841,tt0462499,John Rambo,2008,"Action, Thriller","Germany, USA, Thailand",7.0,"$113,244,290",782.0,308.0
47842,tt0462504,L'alba della libertà,2006,"Action, Biography, Drama","USA, Luxembourg",7.3,"$7,177,143",228.0,185.0
47846,tt0462519,Scuola per canaglie,2006,Comedy,USA,5.9,"$24,470,583",100.0,111.0
47847,tt0462538,I Simpson - Il film,2007,"Animation, Adventure, Comedy",USA,7.3,"$536,414,270",852.0,295.0
47849,tt0462570,Tiempo de valientes,2005,"Action, Comedy, Crime",Argentina,7.6,"$2,083,516",12.0,6.0
47852,tt0462579,The Treatment,2006,"Comedy, Drama, Romance",USA,5.8,"$83,354",10.0,29.0
47854,tt0462590,Step Up,2006,"Crime, Drama, Music",USA,6.5,"$114,197,742",286.0,101.0
47859,tt0462667,Triplice inganno,2006,"Action, Adventure, Crime",France,5.8,"$5,065,581",6.0,11.0
47861,tt0462683,L'homme de sa vie,2006,"Drama, Romance","France, Italy",6.6,"$2,542,577",10.0,20.0
47862,tt0462684,Hyeol-eui-noo,2005,"Mystery, Thriller",South Korea,6.6,"$14,270,938",5.0,20.0
47864,tt0462690,Le lièvre de Vatanen,2006,"Comedy, Drama","France, Belgium, Bulgaria",5.3,"$1,049",1.0,5.0
47867,tt0462703,Antarctic Journal,2005,"Horror, Mystery, Thriller",South Korea,6.0,"$5,568,811",13.0,20.0
47872,tt0463027,Extrema - Al limite della vendetta,2007,"Drama, Thriller",USA,4.8,"$15,233",40.0,31.0
47874,tt0463034,"Tu, io e Dupree",2006,"Comedy, Romance",USA,5.6,"$130,628,903",197.0,140.0
47875,tt0463283,"Antonio Vivaldi, un prince à Venise",2006,Drama,France,4.2,"$255,439",3.0,2.0
47877,tt0463311,Federal,2010,"Drama, Thriller","Brazil, France, Colombia",3.2,"$568,819",4.0,7.0
47879,tt0463345,La mujer de mi hermano,2005,Drama,Mexico,6.1,"$8,492,178",23.0,25.0
47880,tt0463352,La personne aux deux personnes,2008,"Comedy, Fantasy, Music",France,5.7,"$2,180,120",1.0,10.0
47882,tt0463381,Transylvania,2006,Drama,France,6.8,"$979,025",20.0,28.0
47883,tt0463385,Un dimanche à Kigali,2006,Drama,Canada,7.3,"$1,609",8.0,13.0
47886,tt0463486,La commedia del potere,2006,Drama,"France, Germany",6.3,"$8,987,781",22.0,73.0
47890,tt0463854,28 settimane dopo,2007,"Action, Horror, Sci-Fi","UK, Spain",7.0,"$65,048,678",791.0,125.0
47891,tt0463872,Asterix alle Olimpiadi,2008,"Adventure, Comedy, Family","France, Germany, Spain, Italy, Belgium",5.2,"$131,856,927",38.0,38.0
47893,tt0463903,Be with Me,2005,"Drama, Romance",Singapore,7.0,"$91,297",21.0,32.0
47900,tt0463985,The Fast and the Furious: Tokyo Drift,2006,"Action, Crime, Thriller","USA, Germany, Japan",6.0,"$158,964,610",448.0,178.0
47902,tt0463998,Freedom Writers,2007,"Biography, Crime, Drama","Germany, USA",7.5,"$43,095,175",266.0,85.0
47904,tt0464029,Il segreto di Esma,2006,Drama,"Bosnia and Herzegovina, Croatia, Austria, Germany",7.2,"$848,073",27.0,59.0
47905,tt0464038,Hana yori mo naho,2006,"Comedy, Drama",Japan,6.6,"$566,097",11.0,19.0
47907,tt0464041,Lazarus project - Un piano misterioso,2008,"Drama, Mystery, Thriller","USA, Canada, UK",6.1,"$9,162",74.0,21.0
47908,tt0464049,History Boys,2006,"Comedy, Drama, Romance",UK,6.8,"$13,407,101",185.0,120.0
47911,tt0464059,Le cactus,2005,Comedy,France,5.4,"$2,456,099",1.0,1.0
47912,tt0464061,I'm Reed Fish,2006,"Comedy, Drama, Romance",USA,5.7,"$3,567",28.0,15.0
47917,tt0464098,Loren Cass,2006,"Drama, Music",USA,5.1,"$8,125",4.0,22.0
47918,tt0464105,Man Push Cart,2005,Drama,USA,7.0,"$55,903",35.0,66.0
47922,tt0464141,The Orphanage,2007,"Drama, Fantasy, Horror","Spain, Mexico",7.4,"$78,638,987",340.0,312.0
47923,tt0464154,Piranha 3D,2010,"Comedy, Horror","USA, Japan",5.4,"$83,188,165",406.0,385.0
47924,tt0464160,Chup Chup Ke,2006,"Comedy, Drama, Romance",India,6.8,"$962,812",23.0,4.0
47926,tt0464184,Quattro amici e un matrimonio,2006,"Comedy, Romance",New Zealand,6.4,"$2,993,332",25.0,12.0
47927,tt0464196,Severance - Tagli al personale,2006,"Comedy, Horror, Thriller","UK, Germany, Hungary",6.5,"$5,515,163",205.0,193.0
47929,tt0464632,Bednye rodstvenniki,2005,"Comedy, Drama","France, Russia",6.1,"$278,886",1.0,3.0
47930,tt0464636,Daenseo-ui sunjeong,2005,"Comedy, Drama, Music",South Korea,6.8,"$13,419,977",8.0,6.0
47931,tt0464651,Gan-keun gajok,2005,"Comedy, Drama",South Korea,5.9,"$8,828,738",1.0,1.0
47932,tt0464665,Kosmos kak predchuvstvie,2005,Drama,Russia,6.7,"$696,681",6.0,2.0
47935,tt0464761,Yeonae-sulsa,2005,"Comedy, Romance",South Korea,6.2,"$6,830,664",2.0,3.0
47936,tt0464762,Yeonae-ui mokjeok,2005,"Comedy, Romance",South Korea,6.4,"$11,016,544",6.0,9.0
47937,tt0464784,7 miljonärer,2006,"Action, Comedy","Finland, Sweden",4.4,"$1,263,144",1.0,3.0
47939,tt0464828,Quand j'étais chanteur,2006,"Drama, Music, Romance",France,6.4,"$10,205,575",16.0,40.0
47942,tt0464913,"OSS 117: Le Caire, nid d'espions",2006,"Action, Adventure, Comedy",France,7.1,"$23,041,621",47.0,81.0
47943,tt0464955,Fehér tenyér,2006,"Drama, Sport",Hungary,7.5,"$53,812",10.0,10.0
47946,tt0465142,American Dreamz,2006,"Comedy, Music",USA,5.4,"$16,656,103",223.0,152.0
47947,tt0465146,Animali feriti,2006,Drama,Spain,4.8,"$121,510",2.0,1.0
47948,tt0465160,La Californie,2006,Drama,France,5.3,"$607,994",2.0,5.0
47949,tt0465177,Du jour au lendemain,2006,Comedy,France,5.4,"$3,203,407",6.0,3.0
47950,tt0465188,Nuovomondo,2006,"Drama, History, Romance","Italy, France",6.9,"$7,228,273",36.0,102.0
47951,tt0465203,Them,2006,"Horror, Thriller","France, Romania",6.4,"$5,822,116",162.0,153.0
47952,tt0465207,J'invente rien,2006,Comedy,France,5.6,"$220,671",1.0,3.0
47953,tt0465234,Il mistero delle pagine perdute,2007,"Action, Adventure, Mystery",USA,6.5,"$459,242,249",324.0,176.0
47954,tt0465241,Le passager de l'été,2006,Drama,France,6.0,"$2,702,946",3.0,2.0
47956,tt0465379,Amatemi,2005,Drama,Italy,5.9,"$64,791",1.0,1.0
47957,tt0465407,Un delfino per amico,2006,"Comedy, Drama, Family",USA,5.7,"$72,310",20.0,18.0
47958,tt0465430,The Cottage,2008,"Comedy, Crime, Horror",UK,6.1,"$1,626,080",94.0,82.0
47960,tt0465436,I ragazzi di Dicembre,2007,"Drama, Romance","Australia, Germany, USA",6.5,"$1,175,579",32.0,68.0
47961,tt0465440,Disappearances,2006,"Action, Adventure, Drama",USA,5.0,"$7,506",20.0,15.0
47962,tt0465461,Four Last Songs,2007,"Comedy, Drama, Music","Spain, UK",6.0,"$211,137",12.0,6.0
47964,tt0465494,Hitman - L'assassino,2007,"Action, Crime, Thriller","France, USA",6.3,"$101,276,318",406.0,201.0
47965,tt0465499,Hoshi ni natta shônen,2005,"Drama, Family",Japan,6.6,"$48,218",5.0,2.0
47966,tt0465502,Igor,2008,"Animation, Comedy, Family","USA, France",6.0,"$30,893,885",76.0,112.0
47969,tt0465538,Michael Clayton,2007,"Crime, Drama, Mystery",USA,7.2,"$92,991,835",401.0,313.0
47970,tt0465551,Diario di uno scandalo,2006,"Crime, Drama, Romance",UK,7.4,"$49,814,392",292.0,223.0
47971,tt0465552,Omiros,2005,"Crime, Drama, Thriller","Greece, Turkey, Austria",6.1,"$50,100",8.0,5.0
47972,tt0465580,Push,2009,"Action, Sci-Fi, Thriller","USA, Canada",6.1,"$48,858,618",244.0,144.0
47973,tt0465602,Shoot 'em up - Spara o muori,2007,"Action, Thriller",USA,6.7,"$27,122,238",453.0,217.0
47975,tt0465624,La mia super ex-ragazza,2006,"Comedy, Romance, Sci-Fi",USA,5.1,"$61,108,981",213.0,85.0
47979,tt0465670,Wilderness,2006,Horror,UK,6.1,"$566,098",74.0,69.0
47980,tt0465676,Ye yan,2006,"Action, Drama, Fantasy",China,6.4,"$22,598,772",56.0,57.0
47981,tt0465711,La cura del gorilla,2006,"Comedy, Crime, Thriller",Italy,6.3,"$760,249",2.0,3.0
47982,tt0465737,"Maradona, la mano di Dio",2007,"Biography, Drama, Sport","Italy, Argentina",5.8,"$680,687",5.0,6.0
47984,tt0465963,1:01,2006,Drama,"Denmark, UK",5.9,"$34,061",3.0,11.0
47985,tt0465967,Dobrynya Nikitich i Zmey Gorynych,2006,"Animation, Adventure, Comedy",Russia,7.1,"$3,620,000",5.0,1.0
47986,tt0466006,Gimî hebun,2005,Thriller,Japan,5.7,"$3,661",1.0,9.0
47987,tt0466012,Grenzverkehr,2005,"Comedy, Drama",Germany,6.3,"$334,798",1.0,11.0
47988,tt0466043,Khottabych,2006,"Adventure, Comedy, Fantasy",Russia,6.2,"$1,493,021",5.0,1.0
47990,tt0466100,Max Minsky und ich,2007,"Comedy, Romance",Germany,6.6,"$163,086",2.0,10.0
47992,tt0466149,TKKG und die rätselhafte Mind-Machine,2006,"Action, Adventure, Crime",Germany,4.3,"$2,026,255",1.0,11.0
47993,tt0466174,Andersen - Una vita senza amore,2006,"Adventure, Biography, Drama","Russia, Italy, Germany",5.6,"$229,140",2.0,5.0
47994,tt0466191,Weltverbesserungsmaßnahmen,2005,Comedy,Germany,5.7,"$71,782",3.0,4.0
47995,tt0466195,Galline da salvare,2006,"Adventure, Family",Germany,6.0,"$6,053,322",2.0,5.0
47999,tt0466342,Hot Movie - Un film con il lubrificante,2006,"Comedy, Romance","USA, Switzerland",2.8,"$85,749,034",619.0,101.0
48002,tt0466375,Hinokio,2005,"Drama, Sci-Fi",Japan,6.5,"$121,296",10.0,9.0
48003,tt0466390,L'orizzonte degli eventi,2005,Drama,Italy,5.6,"$139,771",1.0,1.0
48005,tt0466399,10 canoe,2006,"Adventure, Comedy, Drama",Australia,7.0,"$3,360,030",40.0,47.0
48006,tt0466403,Unnatural & Accidental,2006,"Crime, Drama, Mystery",Canada,4.7,"$5,420",3.0,4.0
